Province,District,Com_Code,Commune,TT_Family,TT_M,TT_F,TT_Both,Both_UP_18,M_18_24,F_18_24,M_25_35,F_25_35,M_36_45,F_36_45,M_46_60,F_46_60,M_UP_61,F_UP_61,M_IM_UP_18,F_IM_UP_18,Both_IM_18,IM_UP_18_P,IM_POP_P
Kampong Chhnang,Baribour,040107,Phsar,1275,2737,3067,5804,3732,402,396,479,473,274,308,344,565,193,298,104,96,200,5.36000000000,3.45000000000
Kampong Thom,Baray,060104,Boeng,2213,4594,4867,9461,5715,420,469,577,639,598,561,649,652,562,588,519,259,778,13.61000000000,8.22000000000
Kampong Chhnang,Baribour,040109,Popel,1191,2477,2653,5130,3042,376,357,374,425,288,296,226,281,166,253,14,10,24,0.79000000000,0.47000000000
Kampong Thom,Baray,060103,Baray,2628,6833,7295,14128,8103,1105,1077,1069,1168,651,710,652,719,459,493,125,75,200,2.47000000000,1.42000000000
Kampong Chhnang,Baribour,040108,Pech Changvar,804,1791,2054,3845,2171,224,265,235,261,244,249,133,243,119,198,23,21,44,2.03000000000,1.14000000000
Pursat,Veal Veaeng,150604,Pramaoy,1349,3044,3016,6060,3229,431,423,425,441,319,343,361,325,82,79,0,0,0,0.00000000000,0.00000000000
Mondul Kiri,Kaev Seima,110105,Srae Preah,398,938,931,1869,938,98,103,162,143,102,112,79,84,25,30,0,0,0,0.00000000000,0.00000000000
Kampong Chhnang,Baribour,040106,Melum,991,1881,2083,3964,2281,226,269,372,363,214,227,137,205,111,157,45,44,89,3.90000000000,2.25000000000
Kampong Thom,Baray,060107,Chhuk Khsach,2916,7025,7166,14191,8766,965,999,1001,1058,842,895,834,895,574,703,96,75,171,1.95000000000,1.20000000000
Kampong Chhnang,Kampong Leaeng,040405,Pou,1197,2559,2810,5369,2980,282,307,406,422,279,314,196,303,211,260,16,25,41,1.38000000000,0.76000000000
Kampong Cham,Stueng Trang,031504,Khpob Ta Nguon,1988,3818,3873,7691,4883,611,548,662,697,398,465,392,453,298,359,44,51,95,1.95000000000,1.24000000000
Kracheh,Chetr Borei,100606,Kaoh Chraeng,492,1226,1245,2471,1608,193,177,202,224,143,157,145,182,75,110,1,0,1,0.06000000000,0.04000000000
Pursat,Krakor,150310,Svay Sa,1514,4900,4872,9772,4479,504,519,646,520,493,522,405,465,183,222,55,30,85,1.90000000000,0.87000000000
Kracheh,Snuol,100501,Khsuem,2087,5168,5245,10413,5103,585,659,660,733,567,561,409,471,233,225,0,11,11,0.22000000000,0.11000000000
Pursat,Veal Veaeng,150605,Thma Da,426,1416,1526,2942,1854,247,270,252,253,115,194,253,246,14,10,0,0,0,0.00000000000,0.00000000000
Pursat,Krakor,150304,Chheu Tom,3331,8188,8471,16659,8943,1403,1618,871,892,831,776,673,755,573,551,52,50,102,1.14000000000,0.61000000000
Kampong Cham,Chamkar Leu,030208,Ta Prok,1315,3252,3557,6809,3571,386,435,427,423,352,396,293,325,218,316,1,11,12,0.34000000000,0.18000000000
Kracheh,Prek Prasab,100308,Ta Mau,1677,4039,4091,8130,4736,476,484,538,546,560,537,487,469,324,315,9,22,31,0.65000000000,0.38000000000
Kracheh,Prek Prasab,100303,Kampong Kor,1317,3114,3148,6262,3956,383,369,558,564,403,406,389,415,219,250,13,34,47,1.19000000000,0.75000000000
Kampong Cham,Chamkar Leu,030202,Chamkar Andoung,3377,9067,8510,17577,9485,1269,1201,1297,1292,1011,1020,705,830,404,456,118,108,226,2.38000000000,1.29000000000
Kampong Chhnang,Kampong Leaeng,040407,Samraong Saen,379,1014,941,1955,1025,109,87,163,162,180,161,60,44,25,34,5,18,23,2.24000000000,1.18000000000
Pursat,Phnum Kravanh,150402,Leach,1769,4197,4952,9149,4671,516,522,478,627,483,604,408,525,241,267,31,27,58,1.24000000000,0.63000000000
Kampong Chhnang,Baribour,040101,Anhchanh Rung,1235,2388,2952,5340,2970,369,423,392,365,249,322,174,336,111,229,13,11,24,0.81000000000,0.45000000000
Kampong Cham,Chamkar Leu,030204,Lvea Leu,1594,3986,3994,7980,4385,571,505,558,604,425,387,371,393,259,312,31,26,57,1.30000000000,0.71000000000
Kampong Cham,Chamkar Leu,030205,Spueu,3641,8380,8197,16577,10581,1254,1105,1328,1396,972,952,985,848,924,817,73,79,152,1.44000000000,0.92000000000
Kampong Cham,Stueng Trang,031510,Preak Kak,6267,14702,14426,29128,16744,1994,1939,2207,2221,1624,1526,1499,1658,1044,1032,372,205,577,3.45000000000,1.98000000000
Kampong Thom,Baray,060118,Triel,3805,9317,9990,19307,10856,1076,1153,1274,1234,1089,1187,1051,1207,732,853,493,335,828,7.63000000000,4.29000000000
Kampong Chhnang,Kampong Leaeng,040408,Svay Rumpear,1327,3073,3287,6360,3493,415,390,430,494,332,412,260,335,183,242,44,60,104,2.98000000000,1.64000000000
Kampong Chhnang,Rolea B'ier,040612,Svay Chrum,3289,7010,7605,14615,9373,1173,1032,1176,1293,708,887,811,956,638,699,44,45,89,0.95000000000,0.61000000000
Kracheh,Chhloung,100105,Kanhchor,1172,2751,2874,5625,3130,345,372,391,399,342,379,229,297,170,206,18,26,44,1.41000000000,0.78000000000
Kampong Chhnang,Rolea B'ier,040608,Prasnoeb,1358,2752,2971,5723,3484,442,395,490,427,277,370,305,436,122,220,24,38,62,1.78000000000,1.08000000000
Kampong Chhnang,Tuek Phos,040806,Krang Skear,3167,6743,7044,13787,7727,811,894,875,1000,810,843,804,866,383,441,59,110,169,2.19000000000,1.23000000000
Kampong Cham,Stueng Trang,031505,Me Sar Chrey,2836,8509,6973,15482,7899,1196,840,1023,1005,687,716,663,775,479,515,33,62,95,1.20000000000,0.61000000000
Pursat,Phnum Kravanh,150406,Santreae,1382,3911,4871,8782,3365,454,439,272,375,305,488,255,298,247,232,0,0,0,0.00000000000,0.00000000000
Pursat,Phnum Kravanh,150405,Rokat,1006,2201,2394,4595,2482,283,310,316,336,207,237,195,277,145,176,3,7,10,0.40000000000,0.22000000000
Kampong Cham,Chamkar Leu,030203,Cheyyou,2873,6836,7286,14122,8599,843,890,858,1019,741,970,938,1016,618,706,152,100,252,2.93000000000,1.78000000000
Kampong Cham,Stueng Trang,031507,Peam Kaoh Snar,2391,4874,5594,10468,6480,708,706,814,906,668,683,529,670,330,466,24,42,66,1.02000000000,0.63000000000
Kampong Chhnang,Kampong Leaeng,040409,Trangel,1278,2946,3358,6304,3754,351,380,361,453,318,341,343,392,285,530,105,122,227,6.05000000000,3.60000000000
Kampong Cham,Stueng Trang,031508,Preah Andoung,672,1278,1325,2603,1788,163,223,239,232,168,188,186,161,136,92,5,4,9,0.50000000000,0.35000000000
Kampong Thom,Baray,060115,Sralau,2263,5829,5812,11641,6658,712,692,827,840,709,762,624,667,404,421,285,115,400,6.01000000000,3.44000000000
Kampong Chhnang,Rolea B'ier,040602,Banteay Preal,1061,2083,2321,4404,2840,289,307,336,366,245,303,230,362,171,231,12,22,34,1.20000000000,0.77000000000
Kampong Cham,Chamkar Leu,030206,Svay Teab,4869,11654,11643,23297,14702,1629,1565,1838,1800,1469,1445,1173,1253,1185,1345,53,118,171,1.16000000000,0.73000000000
Kampong Chhnang,Kampong Chhnang,040301,Phsar Chhnang,3148,8582,8907,17489,10267,1187,1145,1144,1246,1019,1069,1089,1202,536,630,79,88,167,1.63000000000,0.95000000000
Kampong Chhnang,Kampong Chhnang,040304,Khsam,1371,2803,3096,5899,3814,550,548,467,514,283,325,295,418,156,258,30,22,52,1.36000000000,0.88000000000
Kampong Thom,Baray,060112,Andoung Pou,1187,2799,2994,5793,3643,451,455,496,547,309,362,240,313,224,246,120,63,183,5.02000000000,3.16000000000
Mondul Kiri,Kaev Seima,110104,Srae Khtum,2372,5116,5390,10506,5161,507,526,572,604,615,626,496,538,319,358,0,6,6,0.12000000000,0.06000000000
Kampong Cham,Stueng Trang,031512,Soupheas,2361,5492,5644,11136,6658,830,866,895,846,699,706,533,614,309,360,98,130,228,3.42000000000,2.05000000000
Kampong Chhnang,Kampong Leaeng,040403,Kampong Hau,1713,4138,4304,8442,4972,575,582,696,768,401,482,416,533,284,235,16,85,101,2.03000000000,1.20000000000
Kampong Chhnang,Rolea B'ier,040607,Pongro,1769,3373,4019,7392,4773,536,568,538,698,399,510,363,539,264,358,16,20,36,0.75000000000,0.49000000000
Kampong Chhnang,Chol Kiri,040204,Peam Chhkaok,1160,2803,2907,5710,2968,372,346,390,413,233,290,281,300,144,199,8,5,13,0.44000000000,0.23000000000
Kampong Cham,Krouch Chhmar,030905,Krouch Chhmar,2002,4330,4580,8910,5832,467,546,609,784,723,653,593,587,452,418,3,0,3,0.05000000000,0.03000000000
Kracheh,Chhloung,100108,Preaek Saman,2144,4528,4844,9372,4825,494,478,619,598,451,561,471,561,279,313,28,34,62,1.28000000000,0.66000000000
Kampong Thom,Baray,060109,Chrolong,1333,3084,3428,6512,4562,454,495,481,564,430,510,409,482,303,434,233,168,401,8.79000000000,6.16000000000
Kampong Cham,Krouch Chhmar,030911,Trea,2112,5044,4952,9996,5806,689,678,719,708,501,504,547,557,422,481,0,0,0,0.00000000000,0.00000000000
Kampong Cham,Chamkar Leu,030207,Ta Ong,3221,6751,8232,14983,8215,1152,1172,993,1230,626,781,704,677,293,587,100,96,196,2.39000000000,1.31000000000
Kampong Cham,Krouch Chhmar,030910,Svay Khleang,1843,4369,4303,8672,6086,802,735,898,666,532,604,527,635,315,372,21,23,44,0.72000000000,0.51000000000
Kracheh,Prek Prasab,100304,Kaoh Ta Suy,370,848,896,1744,1078,123,134,107,104,103,120,87,97,100,103,2,2,4,0.37000000000,0.23000000000
Kampong Cham,Krouch Chhmar,030907,Peus Pir,1171,2750,3067,5817,3905,213,259,272,372,259,331,397,486,626,690,1,0,1,0.03000000000,0.02000000000
Kampong Thom,Baray,060113,Pongro,1773,4787,5209,9996,5787,671,661,717,800,603,678,475,557,249,376,119,61,180,3.11000000000,1.80000000000
Kampong Thom,Baray,060106,Chraneang,2515,6464,6823,13287,7142,801,786,866,944,661,758,616,609,525,576,131,128,259,3.63000000000,1.95000000000
Pursat,Veal Veaeng,150601,Ou Saom,290,637,573,1210,465,39,38,68,65,51,52,39,49,23,41,0,0,0,0.00000000000,0.00000000000
Kampong Chhnang,Rolea B'ier,040611,Srae Thmei,2650,5371,5957,11328,7200,793,857,862,973,597,643,624,777,449,625,67,43,110,1.53000000000,0.97000000000
Kampong Cham,Stueng Trang,031513,Tuol Preah Khleang,1067,2297,2440,4737,2769,302,343,395,365,264,299,197,280,148,176,56,65,121,4.37000000000,2.55000000000
Kracheh,Chhloung,100101,Chhloung,1499,3895,3738,7633,4951,505,443,620,543,526,481,505,694,294,340,20,31,51,1.03000000000,0.67000000000
Kampong Chhnang,Kampong Chhnang,040302,Kampong Chhnang,2188,5271,5547,10818,7172,673,699,753,952,781,718,683,840,469,604,37,26,63,0.88000000000,0.58000000000
Kampong Cham,Krouch Chhmar,030906,Peus Muoy,1664,3679,3696,7375,4130,393,414,399,424,449,505,391,443,326,386,0,0,0,0.00000000000,0.00000000000
Kracheh,Chhloung,100103,Han Chey,1573,3907,4356,8263,5914,519,502,637,676,601,621,717,769,360,512,10,12,22,0.37000000000,0.27000000000
Kampong Thom,Baray,060114,Sou Young,1915,4134,4439,8573,5197,587,503,618,734,425,575,445,524,356,430,159,85,244,4.70000000000,2.85000000000
Kampong Cham,Batheay,030111,Trab,2186,5189,5660,10849,6449,707,661,697,779,713,779,550,641,401,521,87,24,111,1.72000000000,1.02000000000
Kracheh,Chhloung,100107,Pongro,1718,4623,4766,9389,5936,566,616,610,691,608,624,632,676,458,455,133,153,286,4.82000000000,3.05000000000
Kracheh,Chhloung,100106,Khsach Andaet,1114,2401,2508,4909,2886,238,271,265,380,271,291,258,309,301,302,26,13,39,1.35000000000,0.79000000000
Kampong Cham,Krouch Chhmar,030909,Roka Khnor,2298,5119,5117,10236,6635,638,624,660,701,669,621,748,741,597,636,3,4,7,0.11000000000,0.07000000000
Kampong Cham,Krouch Chhmar,030902,Chumnik,2163,5299,5590,10889,5934,593,639,621,722,680,679,455,650,340,555,0,0,0,0.00000000000,0.00000000000
Kracheh,Chhloung,100102,Damrei Phong,1621,3531,3793,7324,3364,461,424,397,423,364,388,261,305,158,183,1,9,10,0.30000000000,0.14000000000
Kampong Chhnang,Kampong Chhnang,040303,B'er,1221,2897,3257,6154,3884,392,433,435,406,510,421,315,430,254,288,50,29,79,2.03000000000,1.28000000000
Kampong Chhnang,Chol Kiri,040203,Kampong Ous,855,1970,2009,3979,2148,348,313,319,311,152,175,153,200,78,99,16,8,24,1.12000000000,0.60000000000
Kampong Chhnang,Rolea B'ier,040606,Krang Leav,1390,3020,3247,6267,3732,316,392,425,423,362,375,297,450,363,329,59,49,108,2.89000000000,1.72000000000
Kampong Thom,Baray,060116,Svay Phleung,1041,2698,2932,5630,3918,436,449,405,419,383,404,364,394,322,342,10,13,23,0.59000000000,0.41000000000
Kampong Cham,Batheay,030108,Sandaek,2775,5918,6463,12381,8328,670,702,991,1002,863,976,1011,1228,416,469,30,9,39,0.47000000000,0.31000000000
Kampong Cham,Krouch Chhmar,030908,Preaek A chi,1395,3425,3599,7024,4017,533,529,325,425,407,499,361,389,301,248,1,2,3,0.07000000000,0.04000000000
Kampong Cham,Krouch Chhmar,030901,Chhuk,2440,6728,5813,12541,8186,610,582,691,686,1104,1105,1204,775,852,577,5,5,10,0.12000000000,0.08000000000
Kampong Cham,Cheung Prey,030305,Pring Chrum,1817,3636,3823,7459,4287,353,524,639,584,503,428,339,331,309,277,17,13,30,0.70000000000,0.40000000000
Kampong Chhnang,Rolea B'ier,040604,Chrey Bak,2498,5252,5999,11251,7033,628,670,858,911,700,862,482,805,461,656,82,48,130,1.85000000000,1.16000000000
Kampong Cham,Stueng Trang,031509,Preaek Bak,2282,5052,5507,10559,6340,517,575,863,900,710,656,532,654,414,519,298,140,438,6.91000000000,4.15000000000
Kampong Cham,Dambae,030405,Seda,4292,9145,8959,18104,10010,1259,1191,1330,1327,985,982,958,946,502,530,49,88,137,1.37000000000,0.76000000000
Kampong Cham,Cheung Prey,030306,Sampong Chey,4257,8685,9377,18062,11791,1340,1273,1729,1964,953,1075,835,1118,653,851,169,123,292,2.48000000000,1.62000000000
Kampong Cham,Krouch Chhmar,030912,Tuol Snuol,2829,6467,6659,13126,7462,954,1048,986,926,729,702,620,713,395,389,11,68,79,1.06000000000,0.60000000000
Kampong Cham,Prey Chhor,031302,Boeng Nay,3382,7424,7937,15361,9224,1004,1054,1091,1256,883,970,794,937,568,667,99,64,163,1.77000000000,1.06000000000
Kracheh,Snuol,100503,Snuol,3221,7846,8118,15964,8447,827,910,1011,1309,941,1008,726,739,487,489,5,3,8,0.09000000000,0.05000000000
Kampong Cham,Chamkar Leu,030201,Bos Khnor,4405,10757,11068,21825,12358,1590,1594,1508,1634,1069,1208,894,976,944,941,48,29,77,0.62000000000,0.35000000000
Kampong Chhnang,Rolea B'ier,040605,Kouk Banteay,1300,3035,3277,6312,3978,550,512,566,624,315,302,250,357,185,317,5,18,23,0.58000000000,0.36000000000
Kampong Chhnang,Chol Kiri,040205,Prey Kri,1949,4364,4593,8957,4155,760,558,512,588,359,468,244,393,124,149,189,247,436,10.49000000000,4.87000000000
Kampong Cham,Dambae,030407,Trapeang Pring,3266,7177,7291,14468,7718,891,794,1016,924,879,718,996,891,269,340,12,34,46,0.60000000000,0.32000000000
Kracheh,Chhloung,100104,Kampong Damrei,651,1465,1525,2990,1587,214,195,217,214,155,159,137,157,70,69,0,5,5,0.32000000000,0.17000000000
Kampong Chhnang,Chol Kiri,040201,Chol Sar,1415,3509,3635,7144,3892,490,513,550,562,361,384,253,348,191,240,31,22,53,1.36000000000,0.74000000000
Kampong Cham,Prey Chhor,031313,Thma Pun,2159,4702,4904,9606,6047,641,557,597,685,683,677,554,628,495,530,20,27,47,0.78000000000,0.49000000000
Kampong Chhnang,Rolea B'ier,040601,Andoung Snay,1271,2973,3276,6249,3494,384,405,373,396,324,362,302,383,241,324,42,17,59,1.69000000000,0.94000000000
Kampong Chhnang,Rolea B'ier,040610,Rolea B'ier,2064,4208,4541,8749,5994,622,631,735,816,493,497,631,771,353,445,54,19,73,1.22000000000,0.83000000000
Kampong Cham,Kampong Siem,030613,Srak,1531,3594,3799,7393,4490,476,469,517,522,438,369,498,492,296,413,21,142,163,3.63000000000,2.20000000000
Kampong Chhnang,Rolea B'ier,040609,Prey Mul,1031,2008,2263,4271,2631,277,294,369,383,230,287,177,291,116,207,52,35,87,3.31000000000,2.04000000000
Kampong Cham,Krouch Chhmar,030904,Kaoh Pir,591,1188,1191,2379,1687,194,163,232,197,125,137,120,129,161,229,4,4,8,0.47000000000,0.34000000000
Kampong Cham,Kampong Siem,030602,Hanchey,1195,2984,2989,5973,3902,474,385,639,548,360,370,298,377,200,251,93,41,134,3.43000000000,2.24000000000
Kampong Cham,Prey Chhor,031306,Krouch,1690,3162,3664,6826,3927,379,367,336,424,364,419,359,459,341,479,33,68,101,2.57000000000,1.48000000000
Kampong Cham,Prey Chhor,031305,Kor,2581,5456,6557,12013,7879,944,921,987,1096,641,747,568,958,457,560,36,43,79,1.00000000000,0.66000000000
Kracheh,Snuol,100504,Srae Char,3532,8247,8399,16646,8602,1029,1055,1100,1083,885,989,763,964,351,383,0,3,3,0.03000000000,0.02000000000
Kampong Chhnang,Tuek Phos,040807,Tang Krasang,2129,4557,4845,9402,5791,620,601,640,699,576,634,531,652,353,485,83,70,153,2.64000000000,1.63000000000
Kampong Cham,Krouch Chhmar,030903,Kampong Treas,1868,4220,4326,8546,5333,489,432,525,562,472,582,606,676,481,508,4,3,7,0.13000000000,0.08000000000
Kampong Cham,Memot,031011,Rumchek,2699,6397,6698,13095,7053,812,782,1034,1052,679,748,608,685,310,343,24,37,61,0.86000000000,0.47000000000
Kampong Chhnang,Rolea B'ier,040603,Cheung Kreav,1620,3470,3866,7336,4204,497,630,535,462,360,434,302,423,178,383,51,33,84,2.00000000000,1.15000000000
Kampong Cham,Cheung Prey,030307,Sdaeung Chey,2609,5370,5877,11247,6932,717,771,992,1113,639,725,505,597,382,491,1,24,25,0.36000000000,0.22000000000
Kampong Cham,Prey Chhor,031315,Trapeang Preah,3363,7813,8633,16446,9565,979,1016,1320,1278,1024,932,872,789,588,767,18,14,32,0.33000000000,0.19000000000
Kampong Chhnang,Tuek Phos,040802,Chieb,1615,3945,3926,7871,4516,581,551,568,534,463,432,387,413,266,321,5,9,14,0.31000000000,0.18000000000
Kampong Chhnang,Chol Kiri,040202,Kaoh Thkov,1871,4768,5008,9776,5242,633,642,680,761,525,555,396,461,284,305,76,29,105,2.00000000000,1.07000000000
Kracheh,Snuol,100502,Pir Thnu,1625,3823,3879,7702,4164,485,464,583,547,435,448,367,381,230,224,0,3,3,0.07000000000,0.04000000000
Kampong Cham,Tboung Khmum,031615,Peam Chileang,1999,4533,4690,9223,5751,698,673,688,739,612,629,464,532,350,366,142,79,221,3.84000000000,2.40000000000
Kampong Cham,Cheung Prey,030310,Trapeang Kor,1575,3442,3691,7133,4125,533,391,472,476,377,515,327,452,220,362,9,5,14,0.34000000000,0.20000000000
Kampong Cham,Kampong Siem,030610,Ou Svay,1616,3890,3859,7749,4975,588,461,758,780,436,491,374,451,279,357,40,46,86,1.73000000000,1.11000000000
Kampong Cham,Tboung Khmum,031616,Roka Po Pram,7012,15080,15745,30825,17903,2184,2332,2279,2320,1851,1931,1615,1702,806,883,290,283,573,3.20000000000,1.86000000000
Kampong Chhnang,Tuek Phos,040805,Khlong Popok,1360,2705,3001,5706,3604,428,447,490,506,265,355,287,426,156,244,58,25,83,2.30000000000,1.45000000000
Kampong Cham,Kampong Siem,030612,Rumchek,1150,2376,2550,4926,3262,312,321,505,486,311,266,292,321,201,247,78,32,110,3.37000000000,2.23000000000
Kampong Cham,Prey Chhor,031301,Baray,2493,5221,5753,10974,6052,601,674,779,844,570,633,488,699,353,411,137,84,221,3.65000000000,2.01000000000
Kampong Chhnang,Rolea B'ier,040613,Tuek Hout,1702,4065,4298,8363,4608,567,556,602,576,432,516,405,462,227,265,39,24,63,1.37000000000,0.75000000000
Kampong Cham,Kampong Siem,030603,Kien Chrey,1091,2208,2274,4482,3071,310,336,334,375,328,328,265,317,223,255,8,26,34,1.11000000000,0.76000000000
Kampong Chhnang,Kampong Tralach,040508,Saeb,1578,3353,3610,6963,4270,498,491,548,598,310,328,480,557,197,263,72,11,83,1.94000000000,1.19000000000
Koh Kong,Thma Bang,090701,Ta Tey Leu,142,318,290,608,334,48,33,41,50,31,29,27,26,28,21,0,0,0,0.00000000000,0.00000000000
Kampong Cham,Kampong Siem,030614,Trean,2289,4991,5311,10302,6118,634,659,853,856,525,616,511,540,436,488,47,52,99,1.62000000000,0.96000000000
Kampong Cham,Batheay,030110,Tang Krasang,1921,4617,5171,9788,6146,658,615,781,927,567,750,466,652,351,379,23,19,42,0.68000000000,0.43000000000
Kampong Cham,Batheay,030112,Tumnob,1686,3502,4306,7808,4067,511,549,509,566,357,399,347,376,195,258,29,20,49,1.20000000000,0.63000000000
Kampong Cham,Prey Chhor,031310,Sour Saen,1337,3126,3141,6267,3913,525,478,406,417,311,339,354,361,301,421,15,3,18,0.46000000000,0.29000000000
Kampong Cham,Kampong Siem,030607,Kaoh Samraong,1456,3515,3731,7246,4929,499,465,570,643,447,479,327,475,471,553,44,26,70,1.42000000000,0.97000000000
Kampong Cham,Tboung Khmum,031621,Thma Pech,3453,7032,7766,14798,8772,989,1070,1199,1337,764,887,693,783,464,586,272,196,468,5.34000000000,3.16000000000
Kampong Cham,Dambae,030402,Dambae,1892,4958,4790,9748,5065,544,543,673,658,575,551,523,479,227,292,18,25,43,0.85000000000,0.44000000000
Kampong Cham,Cheung Prey,030309,Sramar,1879,3793,4080,7873,4569,484,443,485,532,393,452,441,514,365,460,30,43,73,1.60000000000,0.93000000000
Kampong Cham,Prey Chhor,031309,Prey Chhor,776,1294,1445,2739,1628,191,183,183,206,149,211,141,155,68,141,10,8,18,1.11000000000,0.66000000000
Kampong Cham,Cheung Prey,030303,Pdau Chum,1699,3410,3915,7325,4924,483,562,563,612,444,468,478,506,367,441,4,6,10,0.20000000000,0.14000000000
Kampong Cham,Cheung Prey,030302,Kouk Rovieng,1490,2556,2707,5263,3406,278,264,435,464,364,428,449,448,128,148,0,1,1,0.03000000000,0.02000000000
Kampong Cham,Kampong Siem,030609,Krala,2351,5184,5381,10565,6434,795,707,896,955,561,605,442,576,416,481,63,100,163,2.53000000000,1.54000000000
Kampong Cham,Cheung Prey,030308,Soutib,3214,7761,8138,15899,9831,825,974,953,1079,1103,1075,908,938,1112,864,40,42,82,0.83000000000,0.52000000000
Kampong Cham,Prey Chhor,031304,Khvet Thum,1614,3026,3768,6794,4066,491,448,515,640,346,431,295,396,217,287,8,8,16,0.39000000000,0.24000000000
Kampong Cham,Cheung Prey,030301,Khnor Dambang,1642,3478,3690,7168,4208,532,508,523,598,377,494,402,438,154,182,5,11,16,0.38000000000,0.22000000000
Kampong Speu,Aoral,050403,Trapeang Chour,2434,6047,5990,12037,5914,721,698,777,753,534,653,562,512,317,387,6,16,22,0.37000000000,0.18000000000
Kampong Cham,Batheay,030104,Cheung Prey,1787,4130,4319,8449,5280,563,563,674,781,489,583,384,551,291,401,34,50,84,1.59000000000,0.99000000000
Kampong Chhnang,Kampong Tralach,040501,Ampil Tuek,2452,6170,6461,12631,6963,943,940,867,933,592,681,521,661,394,431,19,18,37,0.53000000000,0.29000000000
